paper_no,first_author_surname,authors,year,title,journal,volume,issue,pages,doi_stableurl,abstract,used,excld_1,excld_2,excld_3,excld_4,excld_5,excld_6,excld_7,excld_8,comments
1368,Qualls,"Qualls, CP; Shine, R",1996,Reconstructing Ancestral Reaction Norms: An Example Using The Evolution Of Reptilian Viviparity,Functional Ecology,10,6,688-697,10.2307/2390503,"1. There is increasing acceptance of the ideas that tests of adaptationist hypotheses should consider the importance of phenotypic plasticity for the traits involved, and explicitly incorporate the phylogeny of the organisms in question. 2. However, it is difficult to combine these two concepts. For many cases of major Life-history shifts, transitional forms displaying intermediate character states no longer exist, and thus their reaction norms cannot be measured directly. None the less, indirect tests may be done by using extant taxa on either side of the relevant transition. 3. This paper provides an example of such a test on a reproductively bimodal lizard species (Lerista bougainvillii, Gray 1839) to infer phenotypic responses to incubation temperature in the putative intermediate form between oviparity and viviparity. 4. By virtue of this tight taxonomic focus and parallel experimental manipulations of extant taxa, predictions of alternative adaptationist hypotheses on the selective forces responsible for this evolutionary transition, from incubation in the nest to incubation in utero, are tested. 5. By examining the responses of offspring phenotypes to experimental manipulation of incubation conditions in the extant oviparous and viviparous forms, it was possible to 'reconstruct' those of the now extinct transitional form. 6. The data on phenotypically plastic responses obtained here suggest that the phylogenetic shift from oviparity to viviparity would have induced changes in hatching times, as well as in hatchling morphology and behaviour, in the transitional form.",N,Y,N,N,N,N,N,N,Y,Incubation treatments were irregular and not comparable. One study population was viviparous.
1369,Qualls,F. J. Qualls and R. Shine,1998,Geographic Variation In Lizard Phenotypes: Importance Of The Incubation Environment,Biological Journal of the Linnean Society,64,4,477-491,https://doi.org/10.1111/j.1095-8312.1998.tb00345.x,"Geographic variation in phenotypes can result from proximate environmental effects as well as from underlying genetic factors. Reciprocal transplant experiments, in which organisms are moved from one area to another, offer a powerful technique to partition the effects of these two factors. However, many studies that have utilized this technique have focused on the post-hatching organism only and ignored potential effects of environmental influences acting during embryonic development. We examined the phenotypic responses of hatchling scincid lizards (Lampropholis guichenoti) incubated in the laboratory under thermal regimes characteristic of natural nests in two study areas in southeastern Australia. Although the sites were less than 120 km apart, lizards from these two areas differed in thermal regimes of natural nests, and in hatchling phenotypes (morphology, locomotor performance). We incubated eggs from each area under the thermal regimes typical of both sites. Some of the traits we measured (e.g. hatchling mass and snout-vent length) shelved little or no phenotypic plasticity in response to differences in incubation conditions, whereas other traits (e.g. incubation period, tail length, inter-limb length, body shape, locomotor performance) were strongly influenced by the thermal regime experienced by the embryo. Thus, a significant proportion of the geographic variation in morphology and locomotor performance of hatchling lizards may be directly induced by differences in nest temperatures rather than by genetic divergence. We suggest that future studies using the reciprocal transplant design should consider environmental influences on all stages of the life-history, including embryonic development as well as post-hatching life. (C) 1998 The Linnean Society of London.",Y,N,N,N,N,N,N,N,N,NA
1370,Qualls,F. J. Qualls and R. Shine,2000,"Post-Hatching Environment Contributes Greatly To Phenotypic Variation Between Two Populations Of The Australian Garden Skink, Lampropholis Guichenoti",Biological Journal of the Linnean Society,71,2,315-341,https://doi.org/10.1111/j.1095-8312.2000.tb01260.x,"While recent experimental work on a variety of reptile species has demonstrated that incubation temperature influences hatchling phenotypes; the biological significance of such phenotypic variation remains unclear. Incubation temperature may exert significant longterm phenotypic effects. Alternatively, such influences may be temporary, or negligible relative to effects induced by genetic factors, or by the environmental conditions experienced after hatching. Even if incubation temperature exerts long-term effects on phenotype, this might occur indirectly (by influencing hatching dates) rather than by direct modifications of developmental processes. We quantified the influences of the source population, incubation temperature and rearing environment, on the phenotype of the Australian garden skink (Lampropholis guichenoti) from populations that differ in nest temperature and phenotype. Interpopulation differences in the phenotypes of young lizards were found to be a product of all three Factors. However, the long-term effects of both population and incubation temperature operated indirectly (through variation in the date of hatching) rather than directly (through genetic or developmental factors). That is, once all temporal effects were removed, the only discernible influence on juvenile phenotypes was their rearing environment. Thus, some of the most important influences on lizard phenotypes may operate via modifications of hatching dale. (C) 2000 The Linnean Society of London.",Y,N,N,N,N,N,N,N,N,NA
1371,Quinn,"Quinn, AE; Radder, RS; Sarre, SD; Georges, A; Ezaz, T; Shine, R",2009,"Isolation And Development Of A Molecular Sex Marker For Bassiana Duperreyi, A Lizard With Xx/Xy Sex Chromosomes And Temperature-Induced Sex Reversal",Molecular Genetics and Genomics,281,6,665-672,10.1007/s00438-009-0437-7,"Sex determination in the endemic Australian lizard Bassiana duperreyi (Scincidae) is influenced by sex chromosomes and incubation temperature, challenging the traditional dichotomy in reptilian sex determination. Analysis of those interactions requires sex chromosome markers to identify temperature-induced sex reversal. Here, we report the isolation of Y chromosome DNA sequence from B. duperreyi using amplified fragment length polymorphism PCR, the conversion of that sequence to a single-locus assay, and its combination with a single-copy nuclear gene (C-mos) to form a duplex PCR test for chromosomal sex. The accuracy of the assay was tested on an independent panel of individuals with known phenotypic sex. When used on offspring from field nests, our test identified the likely occurrence of a low rate of natural sex reversal in this species. This work represents the first report of Y chromosome sequence from a reptile and one of the few reptile sex tests.",N,N,N,N,N,N,N,N,Y,Not applicable; Sex marker study
1372,Radder,"R. S. Radder, B. A. Shanbhag and S. K. Saidapur",2002,"Influence Of Incubation Temperature And Substrate On Eggs And Embryos Of The Garden Lizard, Calotes Versicolor (Daud.)",Current Science,82,12,1484-1486,https://doi.org/10.1163/156853802320877636,"The influence of incubation temperature and substrate on hatching success, duration of incubation and hatchlings' traits in Calotes versicolor was studied experimentally. The eggs were incubated in soil at 1) ambient (27degreesC+/-2 s), 2) ambient temperature and exposed to 35degreesC for 1 or 3hrs/day, 3) constant 30degreesC, 33degreesC and 35degreesC. In another experiment soil, sand or cotton wool was used as incubation substrate at ambient temperature. Duration of incubation was inversely related to incubation temperature. Hatching success was high at ambient (93%), at 30degreesC (89%) and for eggs exposed to 1 hr (94%) or 3 hr/day to 35degreesC (93%) compared to those at 33degreesC (59%) and 35degreesC (53%). Egg mass increased until hatching, but with a temporal difference in the gain at different temperatures. At high temperatures, it increased rapidly. Eggs incubated at ambient temperature and 1 or 3hrs exposure to 35degreesC produced hatchlings heavier than their sibs that hatched at 30degreesC, 33degreesC or 35degreesC. Smaller size of hatchlings at higher incubation temperatures was due to early hatching and low utilization of yolk. Incubation substrate had no influence on offspring traits but hatching success was low (84 +/- 9%) in cotton wool. Thus, incubation of eggs in soil or sand at ambient temperature with a periodic exposure to high tolerable temperature provides an optimum balance between developmental rate, hatching success and hatchling quality in C. versicolor.",Y,N,N,N,N,N,N,N,N,NA
1373,Radder,"Radder, RS; Shanbhag, BA; Saidapur, SK",2002,"Pattern Of Yolk Internalization By Hatchlings Is Related To Breeding Timing In The Garden Lizard, Calotes Versicolor",Current Science,82,12,1484-1486,http://repository.ias.ac.in/54060/1/54060.pdf,"Pattern of yolk internalization by hatchlings born in early (May-June), mid (July-August) and late (September-October) breeding season in relation to maternal, egg and hatchling sizes was studied in Calotes versicolor. The maternal snout-vent length (SVL), body mass, clutch size, clutch mass and egg mass were recorded. Eggs from five clutches each, from early, mid and late breeding periods were incubated at ambient room temperature until hatching. At hatching, SVL and body mass of the hatchlings, and amount of yolk internalized by hatchlings were recorded. The internalized yolk mass of hatchlings was not related to maternal SVL, body mass, clutch mass and hatchling SVL. Internalized yolk mass was positively correlated with egg mass and hatchling body mass. Significantly greater amount of yolk was internalized by hatchlings born in the later part of the breeding season. Production of heavier hatchlings with greater amount of internalized yolk appears to be an important strategy to enhance the fitness of hatchlings of later clutches that have to compete for food with conspecific hatchlings of earlier clutches.",N,N,N,N,N,N,N,N,Y,Not applicable; Yolk internalization
1374,Radder,"Radder, RS",2006,"An Overview Of Geographic Variation In The Life History Traits Of The Tropical Agamid Lizard, Calotes Versicolor",Current Science,91,10,1354-1363,http://www.jstor.org/stable/24094059,"Life history theory seeks to explain patterns of variation among geographically widespread populations of same species to understand their ecology and adaptations. To date, very few attempts have been made to review and compare life history traits of tropical reptiles, especially those that inhabit the Asian continent. Among tropical reptiles, the agamid lizard Calotes versicolor is widespread, extensively studied and thus 'tailor made' to understand geographic variation if any. Therefore, in this review, life history traits of C versicolor are compared to understand variation in life history with reference to their geographical distribution. The examination of C versicolor populations across its geographic range demonstrates considerable variation in some of the life history traits but not in all. For example, there is no sexual size dimorphism at hatching in one population but it is apparent in another. Body size, mass, reproductive output, influence of incubation thermal regimes on eggs and embryos differ between the populations. There is a trade-off between clutch size and egg size in one population but egg size is optimised in another. Lizards that belong to one population mature at a smaller size but at the same age compared to another population. Also, embryos exhibit high thermal tolerance in one population compared to another. These emergent life history patterns from the comparisons are discussed in light of traditional as well as recent views and theories of life history in reptiles.",N,N,N,N,N,N,N,N,Y,Review paper
1375,Radder,"R. S. Radder, D. A. Pike, A. E. Quinn and R. Shine",2009,Offspring Sex In A Lizard Depends On Egg Size,Current Biology,19,13,1102-1105,https://doi.org/10.1016/j.cub.2009.05.027,"Current paradigms may substantially underestimate the complexity of reptilian sex determination. In previous work, we have shown that the sex of a hatchling lizard (Bassiana duperreyi, Scincidae) does not depend entirely on its genes (XX versus XY sex chromosomes); instead, low nest temperatures can override genotype to produce XX as well as XY males [1-3]. Our experimental studies now add a third mechanism to this list: sex determination via yolk allocation to the egg. Within each clutch, the eggs that produce daughters are larger than those that produce sons. If (and only if) eggs are incubated at low temperatures, removing yolk from a newly laid egg turns the offspring into a male. Adding yolk from a larger (but not smaller) egg turns the recipient egg's offspring into a female. Remarkably, then, offspring sex in this species is the end result of an interaction between three mechanisms: sex chromosomes, nest temperatures, and yolk allocation.",Y,N,N,N,N,N,N,N,N,NA
1376,Radder,"R. S. Radder, A. E. Quinn, A. Georges, S. D. Sarre and R. Shine",2008,Genetic Evidence For Co-Occurrence Of Chromosomal And Thermal Sex-Determining Systems In A Lizard,Biology Letters,4,2,176-178,https://doi.org/10.1098/rsbl.2007.0583,"An individual's sex depends upon its genes (genotypic sex determination or GSD) in birds and mammals, but reptiles are more complex: some species have GSD whereas in others, nest temperatures determine offspring sex (temperature-dependent sex determination). Previous studies suggested that montane scincid lizards (Bassiana duperreyi, Scincidae) possess both of these systems simultaneously: offspring sex is determined by heteromorphic sex chromosomes (XX-XY system) in most natural nests, but sex ratio shifts suggest that temperatures override chromosomal sex in cool nests to generate phenotypically male offspring even from XX eggs. We now provide direct evidence that incubation temperatures can sex-reverse genotypically female offspring, using a DNA sex marker. Application of exogenous hormone to eggs also can sex-reverse offspring (oestradiol application produces XY as well as XX females). In conjunction with recent work on a distantly related lizard taxon, our study challenges the notion of a fundamental dichotomy between genetic and thermally determined sex determination, and hence the validity of current classification schemes for sex-determining systems in reptiles.",Y,N,N,N,N,N,N,N,N,NA
1377,Radder,"Radder, RS; Shine, R",2007,Why Do Female Lizards Lay Their Eggs In Communal Nests?,Journal of Animal Ecology,76,5,881-887,10.1111/j.1365-2656.2007.01279.x,"1. In many reptile species, females oviposit communally (i.e. many clutches are laid within the same nest). This behaviour might result from constraint (scarcity of nest-sites offering suitable incubation conditions) or adaptation (direct fitness benefits accruing from the proximity of other eggs). 2. To test between these alternatives, we gathered field and laboratory data on montane scincid lizards Bassiana duperreyi from south-eastern Australia. Our data support the adaptationist hypothesis. 3. In the field, communal vs. solitary clutches were laid in similar sites, and the relative frequency of communal nesting was not predictable from nest-site availability. Thermal regimes for incubation did not differ between communal vs. solitary nests, nor between eggs at the core vs. periphery of a communal nest. In the laboratory, females selectively oviposited beside existing eggs rather than in otherwise identical potential nesting sites. 4. From cycling-temperature incubation in the laboratory, eggs incubated within a cluster of other eggs took up less water, but produced hatchlings that were larger and faster-running than were hatchlings from eggs incubated alone. 5. Hydric modifications of incubation conditions within a cluster of tightly packed eggs thus may provide a direct fitness benefit to communal oviposition.",N,N,N,N,N,N,N,N,Y,Not applicable; Study on communal nests
1378,Radder,"Radder, R; Ali, S; Shine, R",2007,Offspring Sex Is Not Related To Maternal Allocation Of Yolk Steroids In The Lizard Bassiana Duperreyi (Scincidae),Physiological and Biochemical Zoology,80,2,220-227,10.1086/510639,"The eggs of birds and reptiles contain detectable levels of several steroid hormones, and experimental application of such steroids can reverse genetically determined sex of the offspring. However, any causal influence of maternally derived yolk steroids on sex determination in birds and reptiles remains controversial. We measured yolk hormones (dihydrotestosterone, testosterone, and 17 beta-estradiol) in newly laid eggs of the montane scincid lizard Bassiana duperreyi. This species is well suited to such an analysis because (1) offspring sex is influenced by incubation temperatures and egg size as well as by sex chromosomes, suggesting that yolk hormones might somehow be involved in the complex pathways of sex determination, and (2) experimental application of either estradiol or fadrozole to such eggs strongly influences offspring sex. We obtained yolk by biopsy, before incubating the eggs at a temperature that produces a 50:50 sex ratio. Yolk steroid levels varied over a threefold range between eggs from different clutches, but there were no significant differences in yolk steroids, or in relative composition of steroids, between eggs destined to become male versus female. Further, yolk steroid concentrations were not significantly related to egg size. Thus, yolk steroid hormones do not appear to play a critical role in sex determination for B. duperreyi.",N,N,N,N,N,N,N,N,Y,Not applicable; yolk hormones and hatching sex
1379,Ramsey,"Ramsey, M; Crews, D",2009,Steroid Signaling And Temperature-Dependent Sex Determination - Reviewing The Evidence For Early Action Of Estrogen During Ovarian Determination In Turtles,Seminars in Cell and Developmental Biology,20,3,283-292,10.1016/j.semcdb.2008.10.004,"The developmental processes underlying gonadal differentiation are conserved across vertebrates, but the triggers initiating these trajectories are extremely variable. The red-eared slider turtle (Trachemys scripta elegans) exhibits temperature-dependent sex determination (TSD), a system where incubation temperature during a temperature-sensitive period of development determines offspring sex. However, gonadal sex is sensitive to both temperature and hormones during this period-particularly estrogen. We present a model for temperature-based differences in aromatase expression as a critical step in ovarian determination. Localized estrogen production facilitates ovarian development while inhibiting male-specific gene expression. At male-producing temperatures aromatase is not upregulated, thereby allowing testis development. (C) 2008 Elsevier Ltd. All rights reserved.",N,N,N,N,N,N,N,N,Y,Not applicable; TSD mechanism study
1380,Ratterman,"RATTERMAN, RJ; ACKERMAN, RA",1986,Water Exchange And Nest Temperatures Of Painted Turtle (Chrysemys-Picta) Eggs During Natural Incubation,American Zoologist,26,4,A52-A52,NA,NA,N,N,N,N,Y,N,N,Y,N,Natural nest study
1381,Raynaud,Raynaud and C. Pieau,1972,Effects Of Various Incubation Temperatures On Somatic And Sexual Development Of Embryos Of Lacerta-Viridis Laur,Academy of Sciences Paris,275,20,2259-2262,NA,NA,N,N,N,N,N,N,N,N,Y,Written in French
1382,Reece,"S. E. Reece, A. C. Broderick, B. J. Godley and S. A. West",2002,"The Effects Of Incubation Environment, Sex And Pedigree On The Hatchling Phenotype In A Natural Population Of Loggerhead Turtles",Evolutionary Ecology Research,4,5,737-748,http://www.evolutionary-ecology.com/abstracts/v04/1404.html,"Explaining environmental sex determination (when offspring sex is determined by a property of the embryonic environment) in reptiles remains one of the greatest problems in the field of sex allocation. We test Charnov and Bull's differential fitness hypothesis in a natural population of loggerhead sea turtles in the field. This hypothesis states that the embryonic environment affects a trait that has different fitness consequences for males and females. We experimentally manipulated the incubation environment experienced by each sex and measured the phenotypic variation observed in hatchlings from experimental clutches and additional natural nests. Sand temperature had a negative correlation and percent water content had a positive correlation on the size of hatchlings from natural nests, and there was a significant interaction between sex and sand temperature on mass. This suggests that females, who develop in warm temperatures, are larger than males at hatching. The Charnov and Bull hypothesis would explain this pattern of environmental sex determination if larger size at hatching leads to a greater increase in lifetime fitness for females than males.",N,N,N,Y,N,N,N,N,N,NA
1383,Refsnider,"Refsnider, JM; Daugherty, CH; Keall, SN; Nelson, NJ",2010,"Nest-Site Choice And Fidelity In Tuatara On Stephens Island, New Zealand",Journal of Zoology,280,4,396-402,10.1111/j.1469-7998.2009.00676.x,"Nest-site microhabitat influences hatching success, hatchling phenotype and offspring sex in reptiles with temperature-dependent sex determination (TSD). How females assess environmental features at potential nest sites, and then use such features in predicting the future incubation regime of the site, is integral to understanding how nest-site choice affects offspring fitness and ultimately female reproductive success. Tuatara Sphenodon punctatus are colonially nesting reptiles with TSD. We examined nest-site fidelity and nest-site choice in tuatara over 5 years on Stephens Island, New Zealand. Female tuatara nested every 2-4 years and showed high fidelity to nesting rookeries. Over 93% of females nested in the same rookery at least twice in 5 years. Approximately 25% of nests contained conspecific cues from previous nesting seasons, indicating that some females choose nest sites based on locations already selected by conspecifics. In experimental plots, female tuatara selected nest sites with loose soil and minimal vegetation, but they showed no preference for shaded compared with unshaded sites. This study provides insight into the development of colonial nesting structures in reptiles in that females are both attracted to nesting areas used by conspecifics, and show strong site fidelity to areas they have used in the past.",N,N,N,N,N,N,N,N,Y,Not applicable; Nest selection study
1384,Refsnider,"Refsnider, JM",2013,High Thermal Variance In Naturally Incubated Turtle Nests Produces Faster Offspring,Journal of Ethology,31,1,85-93,10.1007/s10164-012-0354-9,"The effects of climate change on populations are complex and difficult to predict, and can result in mismatches between interdependent organisms or between organisms and their environment. Reptiles with temperature-dependent sex determination may be able to compensate for potential skews in offspring sex ratio caused by climate change by selecting cooler (i.e., shadier) nest sites. Although changing nest location may prevent sex ratio skews, it may also affect thermally sensitive performance traits in offspring. I tested righting, sprinting, and swimming performance in hatchling painted turtles (Chrysemys picta), produced by female turtles from five populations across the species' geographic range, nesting in a common-garden environment. I found that speed of hatchling performance was faster in hatchlings whose mothers originated from warmer climates, and that nests with higher mean daily variation in incubation temperature produced faster hatchlings. These results suggest that the increased temperatures predicted by climate change models could result in hatchling turtles that are faster at sprinting and swimming; however, it is not yet known how these performance measures translate into fitness.",N,N,N,N,N,N,N,N,Y,Nest temperature unavailable
1385,Refsnider,"Refsnider, JM; Daugherty, CH; Godfrey, SS; Keall, SN; Moore, JA; Nelson, NJ",2013,"Patterns Of Nesting Migrations In The Tuatara (Sphenodon Punctatus), A Colonially Nesting Island Reptile",Herpetologica,69,3,282-290,https://doi.org/10.1655/HERPETOLOGICA-D-00088,"The costs of nesting to female animals can be substantial, and may dictate patterns of nest-site choice. In particular, females that travel longer distances to nest likely incur greater energetic costs and may be at greater risk of losing territories to conspecific competitors. We examined patterns of nesting migrations for a population of Tuatara on Stephens Island, New Zealand, over 5 yr. We found that only about 7% of female Tuatara observed nesting in a rookery also lived in that rookery. Of 140 females for which we had both residence and nesting locations, 42% traveled to a nesting rookery from their residential area. The average distance traveled by these females was 84 m, and travel was directed toward the rookery closest to a female's residence area. Our results demonstrate that female Tuatara on Stephens Island minimize the distance traveled on nesting migrations. We suggest that the patterns in nesting travel we observed in this population may be due to natal philopatry of nesting females, or to females minimizing the costs of nesting-related travel.",N,N,N,N,N,N,N,N,Y,Not applicable; Nest selection study
1386,Refsnider,"Refsnider, JM; Janzen, FJ",2012,Behavioural Plasticity May Compensate For Climate Change In A Long-Lived Reptile With Temperature-Dependent Sex Determination,Biological Conservation,152,NA,90-95,10.1016/j.biocon.2012.03.019,"How are organisms responding to climate change? The rapidity with which climate is changing suggests that, in species with long generation times, adaptive evolution may be too slow to keep pace with climate change, and that alternative mechanisms, such as behavioural plasticity, may be necessary for population persistence. Species with temperature-dependent sex determination may be particularly threatened by climate change, because altered temperatures could skew sex ratios. We experimentally tested nest-site choice in the long-lived turtle Chrysemys picta to determine whether nesting behaviour can compensate for potential skews in sex ratios caused by rapid climate change. We collected females from five populations across the species' range and housed them in a semi-natural common garden. Under these identical conditions, populations differed in nesting phenology (likely due to nesting frequency), and in nest depth (possibly due to a latitudinal cline in female body size), but did not differ in choice of shade cover over the nest, nest incubation regime, or in resultant nest sex ratios. These results suggest that choice of nest sites with particular shade cover may be a behaviourally plastic mechanism by which turtles can compensate for change in climatic temperatures during embryonic development, provided that sufficient environmental variation in potential nest microhabitat is available. (C) 2012 Elsevier Ltd. All rights reserved.",N,N,N,N,N,N,N,N,Y,Not applicable; Nest selection study
1387,Reiching,"Reichling, SB; Gutzke, WHN",1996,Phenotypic Consequences Of Incubation Environment In The African Elapid Genus Aspidelaps,Zoo Biology,15,3,301-308,10.1002/(SICI)1098-2361(1996)15:3<301::AID-ZOO8>3.0.CO;2-F,"Eggs and embryos of the African elapid genus Aspidelaps were tested for phenotypic plasticity in response to incubation temperature and hygration. Fifty-two fertile eggs, representing both A. lubricus and A. scutatus, were utilized over two successive breeding seasons. Interspecific difference in hatchling snout-vent length (SVL) was significant, but the two species were equivalent in initial egg mass and hatchling mass. Hatchling mass was unaffected by temperature and incubation substrate moisture, but was positively correlated to initial egg mass. In A. lubricus, SVL was influenced by an incubation temperature-substrate moisture interaction. In A, scutatus, SVL was unaffected by the experimental variables. The secondary sex ratio among hatchlings was significantly female skewed under mesic incubation conditions, and male skewed under xeric conditions. One explanation for the biased sex ratios is differential mortality at wet and dry conditions. The results indicate the two species of Aspidelaps are uniform with regard to female investment in egg and hatchling biomass, yet they partition resources differently during embryogenesis to yield morphologically distinct neonates. (C) 1996 Wiley-Liss, Inc.",N,N,N,N,N,N,N,N,Y,Data unavailable
1388,Reid,"K. A. Reid, D. Margaritoulis and J. R. Speakman",2009,Incubation Temperature And Energy Expenditure During Development In Loggerhead Sea Turtle Embryos,Journal of Experimental Marine Biology and Ecology,378,1-Feb,62-68,https://doi.org/10.1016/j.jembe.2009.07.030,"The choice of a suitable nest habitat by oviparous reptiles that deposit eggs into a nest and provide no subsequent parental care is likely to play a major role in the survival of the offspring. In particular variations in nest temperature may influence the rate at which embryos utilise their yolk energy. The effects of nest temperature on total energy use are however complex. High temperatures may advance development and shorten the time to hatching, thereby reducing energy use, but they also stimulate metabolic rate increasing energy use. The net effect of temperature on total energy demands is therefore uncertain. Oxygen consumption (VO(2)) and carbon dioxide production (VCO(2)) were measured by open-flow respirometry during the incubation of loggerhead sea turtle eggs at three temperatures (27.6, 30.0 and 31.8 degrees C). At each temperature, VO(2) and VCO(2) showed a peak followed by a decline to hatching. Incubation temperature was negatively related to incubation duration and positively related to the maximum metabolic rate of the embryos. Peak VO(2) was 74.8 ml/egg/day at 27.6 degrees C, 91.9 ml/egg/day at 30.0 degrees C, and 97.9 ml/egg/day at 31.8 degrees C. Peak VO(2) occurred closer to hatching in eggs incubated at higher temperatures. Total energy expenditure was greatest at the lowest incubation temperature and lowest at the highest temperature. Total VO(2) and VCO(2) were 1777 ml/egg and 1226 ml/egg, respectively, at 27.6 degrees C, 1680 ml/egg and 1235 ml/egg at 30.0 degrees C, and 1613 ml/egg and 1191 ml/egg at 31.8 degrees C. Using the actual RQ values, this corresponds to a cost of development of 34,963 J/egg at 27.6 degrees C, 33,403 J/egg at 30.0 degrees C, and 32,107 J/egg at 31.8 degrees C. At all temperatures, the calculated respiratory quotient values did not suggest that yolk substrates were oxidised proportionately, but more likely indicated their sequential use. Nest temperatures may play a key role in energy use, with cooler temperature nests increasing the overall energy demands placed on developing embryos. (C) 2009 Elsevier B.V. All rights reserved.",Y,N,N,N,N,N,N,N,N,NA
1388,Reida,"Reida, MK; Janzen, FJ",2005,The Role Of Incubation Temperature In Inducing External Abnormalities Observed In Neonatal Painted Turtles (Chrysemys Picta) Derived From Natural Nests,Integrative and Comparative Biology,45,6,1182-1182,NA,NA,Y,N,N,N,N,N,N,N,N,NA
1390,Rhen,"Rhen, T; Crews, D",1999,Embryonic Temperature And Gonadal Sex Organize Male-Typical Sexual And Aggressive Behavior In A Lizard With Temperature-Dependent Sex Determination,Endocrinology,140,10,4501-4508,10.1210/en.140.10.4501,"Temperature during embryonic development determines gonadal sex in the leopard gecko, Eublepharis macularius. Moreover, both embryonic temperature and gonadal sex influence adult behavior. Yet it remains unclear whether the effects of embryonic temperature and gonadal sex on behavior are irreversibly organized during development. To address this question, we gonadectomized adult females and males generated from a temperature that produces mostly females (30 C) and a temperature that produces mostly males (32.5 C). Females and males from both temperatures were then treated with equivalent Levels of various sex steroids. We found that both embryonic temperature and gonadal sex had persistent effects on the expression of male-typical sexual and aggressive behaviors. For example, adult females do not scent mark and display very little courtship and mounting behavior even when treated with levels of hormones (primarily androgens) that activate these behaviors in males. In contrast, species-typical aggressive displays were less sex specific and were activated by both dihydrotestosterone and testosterone (T) in males and by T in females. Nevertheless, the average duration of aggressive displays was significantly shorter in T-treated females than that in T-treated males. With regard to submissive behavior, androgens decreased flight behavior in males, but had no effect in females. Embryonic temperature had enduring effects on certain behaviors in males. For instance, males from a male-biased embryonic temperature scent-marked more than males from a female-biased embryonic temperature when treated with dihydrotestosterone or T. Conversely, and across hormone treatments, males from a female-biased embryonic temperature mounted more than males from a male-biased embryonic temperature. Finally, treatment with 17 beta-estradiol decreased submissive behavior in males from a male-biased embryonic temperature compared with that in males from a female-biased embryonic temperature. Courtship and aggressive behavior were not influenced by temperature. These results strongly suggest that male-typical behaviors in the adult leopard gecko are permanently organized by both embryonic temperature and gonadal sex during development.",N,N,N,N,N,Y,N,N,N,NA
1391,Rhen,"Rhen, T; Crews, D",2000,"Organization And Activation Of Sexual And Agonistic Behavior In The Leopard Gecko, Eublepharis Macularius",Neuroendocrinology,71,4,252-261,10.1159/000054543,"Gonadal sex is determined by the temperature experienced during incubation in the leopard gecko (Euble-pharis macularius). furthermore, both factors, incubation temperature and gonadal sex, influence adult sexual and agonistic behavior in this species. Yet it is unclear whether such differences in behavior are irreversibly organized during development or are mediated by differences in hormone levels in adulthood. To address this question, we gonadectomized adult females and males generated from a female-biased (30 degrees C) and a male-biased (32.5 degrees C) incubation temperature and treated them with equivalent levels of various sex steroids. We found that 17 beta-estradiol (E-2) activated sexual receptivity in females but not males, suggesting an organized sex difference in behavioral sensitivity to E-2. There were also organized and activated sex differences in attractivity to stimulus males. Although females were more attractive than males when treated with E-2, both sexes were equally unattractive when treated with dihydrotestosterone (DHT) or testosterone (T). Likewise, sex differences in aggressive and submissive behavior were organized and activated. Attacks on stimulus males were activated by T in males but not in females. In contrast, hormones did not influence flight behavior in males but did affect female submissiveness. Overall, males also evoked more attacks by stimulus males than did females. Nevertheless, females and males treated with androgens evoked more attacks than animals of the same sex that were treated with cholesterol or E-2. Incubation temperature had some weak effects on certain behaviors and no effect on others. This suggests that temperature effects in gonadally intact geckos may be due primarily to differences in circulating levels of hormones in adulthood. We conclude that gonadal sex has both organizational and activational effects on various behaviors in the leopard gecko. Copyright (C) 2000 S. Karger AG, Basel.",N,N,N,N,N,Y,N,N,N,NA
1392,Rhen,"RHEN, T; LANG, JW",1994,Temperature-Dependent Sex Determination In The Snapping Turtle - Manipulation Of The Embryonic Sex Steroid Environment,General and Comparative Endocrinology,96,2,243-254,10.1006/gcen.1994.1179,"In certain reptiles with temperature-dependent sex determination (TSD), estrogens act as a signal for female differentiation. Because aromatase produces estrogens from androgens, this enzyme plays a pivotal role in TSD. Whether androgens act as the signal for male differentiation in TSD species is not yet clear. We manipulated the hormonal environment in eggs of the common snapping turtle (Chelydra serpentina) to determine the effects of an estrogen (estradiol 17-beta), an aromatase inhibitor (fadrozole; CGS 16949A), and androgens (testosterone and dihydrotestosterone) on sex determination in this TSD species. Test solutions were applied topically to representative eggs (total tested = 1054 from 27 clutches) and incubated at two male-producing temperatures (24 and 26.5 degrees) and at a predominantly female-producing temperature (29 degrees). In this species, application of an estrogen induced female development at all temperatures tested. In contrast, the aromatase inhibitor had no effect at the male-producing temperatures, but induced male development at the predominantly female-producing temperature. At this temperature, aromatase inhibitor plus testosterone had a similar male-producing effect, but when applied alone, testosterone failed to augment male production. Dihydrotestosterone had a similar effect, in contrast to its reported androgenic effects in other TSD species. In the snapping turtle, male differentiation may not be androgen dependent; rather, it may proceed in the absence of female differentiation. In this species, female development is clearly estrogen-dependent and is altered by aromatase inhibition at female-producing temperatures. Our results not only provide additional evidence that sex steroids mediate gonadal differentiation in TSD species, but also suggest caution with respect to generalizations about the proximal mechanisms of TSD in reptiles. (C) 1994 Academic Press, Inc.",N,N,N,N,N,Y,N,N,N,NA
